Product ID,Product Name,Category,Sub-Category,Unit Price,Sales,row_number
TEC-CO-4790,HP Wireless Fax Digital,Technology,Copiers,323.86,1943.19,304
FUR-TA-4622,Hon 5100 Series Wood Tables,Furniture,Tables,290.98,2036.86,314
OFF-BI-4340,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,1088.79,4355.17,301
TEC-CO-3709,Canon Wireless Fax High-Speed,Technology,Copiers,339.17,1695.87,304
TEC-CO-5998,Sharp Fax Machine Digital,Technology,Copiers,251.0,1505.98,304
FUR-CH-4613,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,224.78,449.57,303
OFF-AP-4221,Eureka The Boss Lite 10-Amp Upright Vacuum Blue,Office Supplies,Appliances,80.16,160.32,299
TEC-AC-5858,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,36.32,108.96,298
TEC-CO-3587,Brother Copy Machine Color,Technology,Copiers,173.31,1213.19,304
TEC-CO-4577,Hewlett Fax Machine High-Speed,Technology,Copiers,318.12,1590.6,304
TEC-AC-3405,Belkin Router USB,Technology,Accessories,258.96,2330.64,298
FUR-BO-5761,Safco Classic Bookcase Mobile,Furniture,Bookcases,409.82,3278.58,302
OFF-PA-6214,Strathmore Photo Mount Cards,Office Supplies,Paper,6.78,67.8,310
FUR-BO-5787,Safco Library with Doors Pine,Furniture,Bookcases,363.76,3637.6,302
OFF-AP-4736,Hoover Refrigerator Red,Office Supplies,Appliances,350.84,2455.88,299
TEC-MA-6150,StarTech Printer Wireless,Technology,Machines,128.09,1024.68,309
OFF-PA-6430,Xerox 1881,Office Supplies,Paper,12.28,24.56,310
TEC-AC-5223,Memorex Router Bluetooth,Technology,Accessories,164.14,2297.96,298
TEC-AC-5109,Logitech G600 MMO Gaming Mouse,Technology,Accessories,79.99,79.99,298
FUR-BO-5763,Safco Classic Bookcase Traditional,Furniture,Bookcases,394.34,2760.34,302
TEC-AC-3403,Belkin Router Erganomic,Technology,Accessories,256.56,3078.72,298
FUR-BO-3624,Bush Classic Bookcase Metal,Furniture,Bookcases,370.93,1112.78,302
TEC-CO-4789,HP Wireless Fax Color,Technology,Copiers,361.65,3616.5,304
FUR-FU-4762,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,63.94,127.88,307
OFF-BI-4819,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,11.5,46.0,301
FUR-TA-5064,Lesro Round Table Rectangular,Furniture,Tables,239.78,3117.09,314
OFF-SU-2972,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,9.31,27.93,313
OFF-AP-4502,Hamilton Beach Refrigerator Red,Office Supplies,Appliances,500.13,3000.78,299
OFF-AP-4507,Hamilton Beach Stove Silver,Office Supplies,Appliances,543.09,3801.63,299
FUR-TA-5065,Lesro Round Table with Bottom Storage,Furniture,Tables,452.01,1356.03,314
OFF-PA-6420,"Wirebound Message Books Four 2 3/4"" x 5"" Forms per Page 600 Sets per Book",Office Supplies,Paper,9.27,18.54,310
FUR-CH-4532,Harbour Creations Executive Leather Armchair Red,Furniture,Chairs,347.38,3126.4,303
TEC-PH-3805,Cisco Smart Phone Cordless,Technology,Phones,586.33,5276.99,311
OFF-BI-2911,Acco Hanging Data Binders,Office Supplies,Binders,3.05,3.05,301
TEC-AC-5744,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,6.79,6.79,298
TEC-AC-4185,Enermax Router Bluetooth,Technology,Accessories,258.33,1549.98,298
OFF-PA-6596,Xerox 231,Office Supplies,Paper,5.18,20.74,310
TEC-MA-4205,Epson Printer Durable,Technology,Machines,223.33,2456.62,309
FUR-TA-4642,Hon Computer Table Adjustable Height,Furniture,Tables,318.38,2228.64,314
OFF-PA-3114,"Ampad Gold Fibre Wirebound Steno Books 6"" x 9"" Gregg Ruled",Office Supplies,Paper,4.41,4.41,310
FUR-TA-5054,Lesro Computer Table Adjustable Height,Furniture,Tables,298.14,1788.82,314
FUR-TA-5072,Lesro Wood Table Fully Assembled,Furniture,Tables,248.52,1242.58,314
TEC-PH-5354,Nokia Smart Phone Cordless,Technology,Phones,636.15,4453.05,311
FUR-TA-4706,Hon Training Table Fully Assembled,Furniture,Tables,334.17,2673.36,314
FUR-TA-3344,Barricks Conference Table Fully Assembled,Furniture,Tables,908.55,5451.3,314
FUR-TA-5421,"Office Impressions End Table 20-1/2""H x 24""W x 20""D",Furniture,Tables,212.63,637.9,314
OFF-AP-3574,Breville Refrigerator Black,Office Supplies,Appliances,430.57,1722.28,299
FUR-FU-3936,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,105.34,210.68,307
OFF-AP-3581,Breville Stove White,Office Supplies,Appliances,503.71,1007.42,299
FUR-TA-4943,KI Adjustable-Height Table,Furniture,Tables,60.19,240.74,314
OFF-AP-4966,KitchenAid Stove Silver,Office Supplies,Appliances,513.81,4624.29,299
OFF-ST-6049,Smead Lockers Wire Frame,Office Supplies,Storage,177.74,1066.45,312
TEC-CO-5991,Sharp Copy Machine High-Speed,Technology,Copiers,239.4,957.6,304
OFF-BI-4338,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,420.78,841.57,301
OFF-AP-3580,Breville Stove Silver,Office Supplies,Appliances,477.95,1433.84,299
OFF-ST-6047,Smead Lockers Industrial,Office Supplies,Storage,198.9,2784.6,312
OFF-SU-5635,Premier Electric Letter Opener,Office Supplies,Supplies,115.86,231.72,313
FUR-FU-4756,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,39.29,196.45,307
TEC-AC-6351,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,55.2,165.6,298
TEC-CO-3608,Brother Wireless Fax Color,Technology,Copiers,380.25,1521.0,304
OFF-ST-4257,Fellowes File Cart Blue,Office Supplies,Storage,137.31,137.31,312
TEC-MA-4210,Epson Receipt Printer Red,Technology,Machines,114.18,1141.8,309
OFF-ST-4266,Fellowes Lockers Blue,Office Supplies,Storage,207.33,1865.97,312
FUR-BO-3903,Dania Library with Doors Pine,Furniture,Bookcases,363.75,1091.25,302
FUR-BO-4862,Ikea Library with Doors Pine,Furniture,Bookcases,364.74,1094.22,302
FUR-BO-3640,Bush Library with Doors Mobile,Furniture,Bookcases,330.16,1320.62,302
FUR-BO-5950,Sauder Classic Bookcase Pine,Furniture,Bookcases,437.34,3498.72,302
FUR-FU-4022,Eldon 400 Class Desk Accessories Black Carbon,Furniture,Furnishings,8.75,35.0,307
OFF-AP-3571,Breville Microwave Red,Office Supplies,Appliances,256.45,1538.72,299
OFF-SU-3839,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,95.45,190.9,313
FUR-CH-5429,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,104.78,314.35,303
OFF-AP-4732,Hoover Microwave Silver,Office Supplies,Appliances,309.39,1237.56,299
OFF-AP-4962,KitchenAid Refrigerator Silver,Office Supplies,Appliances,352.46,3172.14,299
OFF-PA-6415,Wirebound Message Book 4 per Page,Office Supplies,Paper,5.43,43.44,310
OFF-PA-6577,Xerox 214,Office Supplies,Paper,5.18,51.84,310
OFF-FA-5459,OIC Binder Clips,Office Supplies,Fasteners,3.58,17.9,306
OFF-PA-3115,Ampad Phone Message Book Recycled 400 Message Capacity 5 ¾” x 11”,Office Supplies,Paper,6.24,12.48,310
FUR-TA-3358,Barricks Wood Table Rectangular,Furniture,Tables,514.5,2058.0,314
FUR-BO-5967,Sauder Library with Doors Mobile,Furniture,Bookcases,362.84,2539.88,302
FUR-BO-3626,Bush Classic Bookcase Pine,Furniture,Bookcases,414.03,2898.21,302
FUR-TA-3345,Barricks Conference Table Rectangular,Furniture,Tables,271.4,2171.16,314
OFF-AR-5327,Newell 347,Office Supplies,Art,4.28,12.84,300
OFF-AP-4739,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,2.22,2.22,299
FUR-TA-4645,Hon Conference Table Adjustable Height,Furniture,Tables,923.67,3694.68,314
FUR-CH-5776,SAFCO Executive Leather Armchair Set of Two,Furniture,Chairs,309.12,1236.48,303
OFF-AP-4505,Hamilton Beach Stove Black,Office Supplies,Appliances,361.18,1805.9,299
OFF-LA-5591,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,2.61,5.22,308
OFF-AR-5458,OIC #2 Pencils Medium Soft,Office Supplies,Art,1.5,3.01,300
OFF-BI-3301,Avery Metallic Poly Binders,Office Supplies,Binders,1.72,8.6,301
TEC-MA-5017,Konica Printer Wireless,Technology,Machines,227.66,1593.65,309
FUR-BO-3627,Bush Classic Bookcase Traditional,Furniture,Bookcases,371.41,1114.24,302
OFF-AP-4964,KitchenAid Stove Black,Office Supplies,Appliances,472.75,3309.26,299
FUR-CH-4544,Harbour Creations Rocking Chair Adjustable,Furniture,Chairs,99.72,897.48,303
FUR-BO-4848,Ikea Classic Bookcase Metal,Furniture,Bookcases,411.21,2056.05,302
TEC-CO-3596,Brother Fax Machine Digital,Technology,Copiers,190.91,1336.36,304
TEC-CO-4591,Hewlett Wireless Fax Digital,Technology,Copiers,379.83,3038.64,304
OFF-AP-3573,Breville Microwave White,Office Supplies,Appliances,299.85,2698.65,299
TEC-CO-3688,Canon Fax Machine High-Speed,Technology,Copiers,316.59,3799.08,304
FUR-CH-4656,Hon Executive Leather Armchair Red,Furniture,Chairs,459.39,2756.34,303
TEC-PH-3146,Apple Signal Booster with Caller ID,Technology,Phones,122.98,983.88,311
TEC-CO-4792,HP Wireless Fax Laser,Technology,Copiers,180.1,1440.84,304
OFF-PA-6504,Xerox 1949,Office Supplies,Paper,3.98,27.89,310
TEC-CO-4571,Hewlett Fax and Copier Color,Technology,Copiers,194.31,1554.48,304
OFF-BI-4343,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,269.1,538.19,301
FUR-CH-5430,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,144.88,579.53,303
FUR-TA-3427,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,146.34,1024.38,314
TEC-PH-5815,Samsung Audio Dock with Caller ID,Technology,Phones,66.73,934.25,311
FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,176.78,353.57,302
OFF-AP-4961,KitchenAid Refrigerator Red,Office Supplies,Appliances,316.76,1900.58,299
OFF-AP-4733,Hoover Microwave White,Office Supplies,Appliances,306.78,1840.68,299
OFF-ST-5691,Rogers File Cart Blue,Office Supplies,Storage,126.6,1392.63,312
FUR-CH-5412,Novimex Swivel Stool Black,Furniture,Chairs,162.03,1296.24,303
OFF-AP-3578,Breville Stove Black,Office Supplies,Appliances,560.97,1682.91,299
FUR-TA-3763,Chromcraft Conference Table Adjustable Height,Furniture,Tables,466.59,2332.96,314
TEC-AC-5138,Logitech Trackman Marble Mouse,Technology,Accessories,23.99,71.98,298
FUR-TA-5053,Lesro Coffee Table with Bottom Storage,Furniture,Tables,252.0,1512.0,314
OFF-BI-5638,"Premium Transparent Presentation Covers No Pattern/Clear 8 1/2"" x 11""",Office Supplies,Binders,31.02,186.14,301
TEC-AC-5094,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,23.99,47.98,298
FUR-CH-4655,Hon Executive Leather Armchair Black,Furniture,Chairs,457.14,2285.7,303
FUR-BO-3648,Bush Stackable Bookrack Traditional,Furniture,Bookcases,114.36,1029.26,302
FUR-BO-5969,Sauder Library with Doors Traditional,Furniture,Bookcases,348.87,2442.07,302
OFF-ST-6046,Smead Lockers Blue,Office Supplies,Storage,198.42,1190.52,312
TEC-CO-3595,Brother Fax Machine Color,Technology,Copiers,319.98,1599.9,304
OFF-ST-5702,Rogers Lockers Single Width,Office Supplies,Storage,211.65,1269.9,312
TEC-CO-4568,Hewlett Copy Machine Color,Technology,Copiers,246.55,1479.31,304
FUR-FU-4050,Eldon Expressions Punched Metal & Wood Desk Accessories Black & Cherry,Furniture,Furnishings,7.5,22.51,307
TEC-CO-4588,Hewlett Personal Copier High-Speed,Technology,Copiers,142.47,1282.23,304
FUR-BO-4850,Ikea Classic Bookcase Pine,Furniture,Bookcases,413.1,2478.6,302
FUR-FU-3844,"Computer Room Manger 14""",Furniture,Furnishings,32.48,97.44,307
TEC-CO-4578,Hewlett Fax Machine Laser,Technology,Copiers,319.92,959.76,304
OFF-AR-5285,Newell 309,Office Supplies,Art,11.55,34.65,300
OFF-AP-4504,Hamilton Beach Refrigerator White,Office Supplies,Appliances,413.56,4135.64,299
OFF-ST-5700,Rogers Lockers Blue,Office Supplies,Storage,190.46,1523.66,312
OFF-ST-6261,Tenex Lockers Blue,Office Supplies,Storage,183.74,734.94,312
OFF-AP-3367,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,13.97,13.97,299
FUR-CH-5456,Office Star Swivel Stool Red,Furniture,Chairs,173.94,1391.52,303
OFF-EN-2848,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,8.74,26.22,305
OFF-BI-6094,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,7.31,36.56,301
TEC-MA-5005,Konica Card Printer Wireless,Technology,Machines,175.17,1226.19,309
FUR-TA-3359,Barricks Wood Table with Bottom Storage,Furniture,Tables,361.85,1809.26,314
TEC-AC-3402,Belkin Router Bluetooth,Technology,Accessories,232.88,1863.0,298
OFF-LA-6021,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,3.0,6.0,308
FUR-TA-3343,Barricks Conference Table Adjustable Height,Furniture,Tables,591.03,2364.1,314
OFF-ST-6158,Sterilite Show Offs Storage Containers,Office Supplies,Storage,4.22,12.67,312
OFF-AP-3867,Cuisinart Microwave White,Office Supplies,Appliances,276.6,2489.4,299
OFF-LA-3224,Avery 502,Office Supplies,Labels,2.52,5.04,308
OFF-BI-3473,Binder Posts,Office Supplies,Binders,1.72,3.44,301
FUR-BO-5971,Sauder Stackable Bookrack Mobile,Furniture,Bookcases,132.14,1189.24,302
FUR-TA-5059,Lesro Conference Table Rectangular,Furniture,Tables,598.6,2993.02,314
TEC-MA-5502,Okidata Inkjet White,Technology,Machines,311.25,1245.0,309
TEC-CO-3706,Canon Personal Copier Laser,Technology,Copiers,128.47,1027.73,304
TEC-CO-3609,Brother Wireless Fax Digital,Technology,Copiers,340.61,1703.03,304
FUR-BO-5798,Safco Stackable Bookrack Pine,Furniture,Bookcases,135.3,676.48,302
FUR-CH-5447,Office Star Rocking Chair Black,Furniture,Chairs,138.48,969.36,303
FUR-BO-3641,Bush Library with Doors Pine,Furniture,Bookcases,365.67,731.34,302
OFF-AP-4956,KitchenAid Microwave Black,Office Supplies,Appliances,309.75,1239.0,299
TEC-MA-4206,Epson Printer Red,Technology,Machines,233.79,935.17,309
OFF-ST-4057,Eldon File Cart Single Width,Office Supplies,Storage,128.37,1026.96,312
FUR-TA-4711,Hon Wood Table Fully Assembled,Furniture,Tables,532.8,2664.0,314
TEC-CO-4592,Hewlett Wireless Fax High-Speed,Technology,Copiers,378.39,1513.56,304
TEC-MA-5511,Okidata Printer Red,Technology,Machines,239.09,956.34,309
OFF-PA-6535,Xerox 1978,Office Supplies,Paper,5.78,17.34,310
TEC-PH-5263,Motorola Signal Booster Cordless,Technology,Phones,145.98,2043.72,311
OFF-ST-5708,Rogers Shelving Wire Frame,Office Supplies,Storage,61.2,856.8,312
OFF-AP-3872,Cuisinart Stove Black,Office Supplies,Appliances,358.48,2509.36,299
FUR-BO-5786,Safco Library with Doors Mobile,Furniture,Bookcases,364.85,2189.09,302
OFF-BI-3729,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,3.98,3.98,301
FUR-BO-5968,Sauder Library with Doors Pine,Furniture,Bookcases,259.32,1815.24,302
TEC-AC-5224,Memorex Router Erganomic,Technology,Accessories,244.02,976.08,298
OFF-AR-3285,Avery Hi-Liter GlideStik Fluorescent Highlighter Yellow Ink,Office Supplies,Art,3.26,13.04,300
FUR-TA-3442,Bevis Wood Table with Bottom Storage,Furniture,Tables,533.61,2134.44,314
FUR-CH-5411,Novimex Swivel Stool Adjustable,Furniture,Chairs,166.95,1001.7,303
OFF-BI-4884,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,0.64,1.91,301
OFF-BI-4345,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,760.98,9892.74,301
OFF-AP-3873,Cuisinart Stove Red,Office Supplies,Appliances,538.29,4306.32,299
TEC-CO-3683,Canon Fax and Copier Digital,Technology,Copiers,190.98,763.92,304
TEC-PH-5089,LG G3,Technology,Phones,156.79,470.38,311
FUR-FU-2871,3M Polarizing Task Lamp with Clamp Arm Light Gray,Furniture,Furnishings,136.98,821.88,307
OFF-BI-4827,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,367.99,1103.97,301
TEC-PH-2879,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,172.35,344.7,311
TEC-AC-5136,Logitech Router Programmable,Technology,Accessories,248.82,1244.1,298
FUR-CH-5773,SAFCO Executive Leather Armchair Adjustable,Furniture,Chairs,247.42,2226.82,303
FUR-TA-3412,Bevis Boat-Shaped Conference Table,Furniture,Tables,131.06,393.16,314
FUR-BO-3642,Bush Library with Doors Traditional,Furniture,Bookcases,338.82,677.64,302
TEC-MA-3700,Canon PC170 Desktop Personal Copier,Technology,Machines,95.97,287.91,309
TEC-PH-3802,Cisco Signal Booster VoIP,Technology,Phones,151.92,1063.44,311
TEC-AC-5226,Memorex Router USB,Technology,Accessories,246.42,3449.88,298
FUR-BO-4861,Ikea Library with Doors Mobile,Furniture,Bookcases,195.15,585.46,302
TEC-CO-6009,Sharp Wireless Fax Color,Technology,Copiers,357.36,1429.44,304
FUR-TA-4712,Hon Wood Table Rectangular,Furniture,Tables,528.9,1057.8,314
FUR-TA-3760,Chromcraft Computer Table Fully Assembled,Furniture,Tables,296.6,1483.0,314
FUR-BO-5788,Safco Library with Doors Traditional,Furniture,Bookcases,350.81,2455.68,302
TEC-CO-5997,Sharp Fax Machine Color,Technology,Copiers,297.09,1188.36,304
TEC-MA-6138,StarTech Card Printer White,Technology,Machines,161.91,1619.1,309
FUR-BO-3904,Dania Library with Doors Traditional,Furniture,Bookcases,337.03,3707.35,302
FUR-TA-5057,Lesro Conference Table Adjustable Height,Furniture,Tables,859.77,4298.85,314
OFF-AP-3576,Breville Refrigerator Silver,Office Supplies,Appliances,520.08,2080.32,299
TEC-PH-5813,Samsung Audio Dock Full Size,Technology,Phones,168.12,840.6,311
