Order ID,Quantity,Unit Price,Sales,Discount,Shipping Cost
AG-2013-RB95703-41278,6,146.42999999999998,262.71,0.0,40.94
AG-2013-SZ100353-41413,5,114.45,408.21000000000004,0.0,6.1899999999999995
AG-2013-TS115053-41607,4,361.86,1447.44,0.0,199.04
AG-2014-AG7653-41731,1,166.82999999999998,166.82999999999998,0.0,10.35
AG-2014-AH100753-41760,3,80.22,111.84,0.0,23.92
AG-2014-AR3453-41674,1,31.950000000000003,31.950000000000003,0.0,2.4
AG-2014-BO14253-41874,5,32.099999999999994,91.32000000000001,0.0,7.33
AG-2014-BT14853-41912,4,10.32,41.28,0.0,6.07
AG-2014-CM21603-41755,1,43.05,43.05,0.0,1.28
AG-2014-CP20853-41889,4,42.36,84.72,0.0,25.75
AG-2014-CS18603-41780,1,146.76,146.76,0.0,17.73
AG-2014-DB32703-41838,9,296.46,661.47,0.0,107.72
AG-2014-DJ35103-41877,4,262.74,1050.96,0.0,64.78
AG-2014-ES40803-41948,11,80.72999999999999,173.48999999999998,0.0,21.189999999999998
AG-2014-HF49953-41706,3,262.26,278.31,0.0,24.27
AG-2014-KE64203-41801,2,55.35000000000001,110.70000000000002,0.0,8.47
AG-2014-LW71253-41983,1,435.99,435.99,0.0,70.02
AG-2014-ML73953-41674,8,44.489999999999995,153.23999999999998,0.0,9.29
AG-2014-NF85953-41830,2,755.22,755.22,0.0,109.24
AG-2014-RB96453-41894,1,147.3,147.3,0.0,50.56
AG-2014-RD95853-41712,3,55.35,64.38,0.0,5.14
AG-2014-RD95853-41875,1,25.23,25.23,0.0,1.66
AG-2014-SK99903-41881,15,270.69,904.5600000000001,0.0,96.93
AG-2015-AC4203-42065,7,322.23,335.84999999999997,0.0,24.39
AG-2015-AM3603-42179,1,73.25999999999999,73.25999999999999,0.0,24.16
AG-2015-AR5703-42075,14,72.57,253.74,0.0,29.42
AG-2015-BD16053-42094,4,30.719999999999995,122.87999999999998,0.0,19.74
AG-2015-CA23103-42033,4,23.04,92.16,0.0,6.25
AG-2015-CC21003-42309,2,240.84,481.68,0.0,25.79
AG-2015-CC22203-42259,1,15.839999999999998,15.839999999999998,0.0,2.41
AG-2015-CD27903-42236,10,293.73,455.37,0.0,65.58
AG-2015-CL25653-42164,16,721.4399999999999,1781.8200000000002,0.0,227.04999999999998
AG-2015-CR27303-42005,1,106.92000000000002,106.92000000000002,0.0,16.77
AG-2015-CR28203-42151,2,191.21999999999997,191.21999999999997,0.0,52.43
AG-2015-CR28203-42314,2,19.98,39.96,0.0,6.3
AG-2015-DK32253-42304,2,17.88,35.76,0.0,1.41
AG-2015-DL28653-42167,7,188.61,481.68,0.0,28.5
AG-2015-DR29403-42326,7,294.66,559.59,0.0,31.54
AG-2015-DS31803-42046,9,114.6,177.72,0.0,25.09
AG-2015-HR48303-42221,2,330.75,330.75,0.0,19.91
AG-2015-IL51003-42028,5,134.94,221.79000000000002,0.0,21.490000000000002
AG-2015-JE54753-42005,1,19.35,19.35,0.0,2.75
AG-2015-JG51603-42028,2,54.120000000000005,54.120000000000005,0.0,6.9399999999999995
AG-2015-JL58353-42315,2,12.48,24.96,0.0,1.87
AG-2015-JO55503-42070,10,161.43000000000004,918.4800000000002,0.0,34.03
AG-2015-LD68553-42230,12,16.14,110.03999999999999,0.0,9.27
AG-2015-MO78003-42217,2,569.1899999999999,569.1899999999999,0.0,31.59
AG-2015-MS79803-42363,7,358.40999999999997,663.09,0.0,25.86
AG-2015-PO88653-42017,7,425.13000000000005,491.28000000000003,0.0,99.47000000000001
AG-2015-RC99603-42185,8,126.0,1008.0,0.0,122.39
AG-2015-RD96603-42342,12,476.07000000000005,1771.6800000000003,0.0,119.67
AG-2015-RD99303-42208,1,26.370000000000005,26.370000000000005,0.0,1.19
AG-2015-RO97803-42365,1,14.97,14.97,0.0,1.52
AG-2015-RS94203-42167,1,4.800000000000001,4.800000000000001,0.0,1.31
AG-2015-SB101703-42026,3,464.01,901.35,0.0,57.739999999999995
AG-2015-SL101553-42144,1,22.29,22.29,0.0,1.37
AG-2015-TB112503-42368,12,59.13,265.92,0.0,13.190000000000001
AG-2015-YS118803-42365,4,40.08,160.32,0.0,12.66
AJ-2012-CM19359-40962,1,49.32000000000001,49.32000000000001,0.0,9.76
AJ-2012-JH58209-41272,1,24.450000000000003,24.450000000000003,0.0,2.55
AJ-2012-RP92709-41165,1,137.88,137.88,0.0,6.24
AJ-2012-TC109809-41067,5,543.4499999999999,591.2699999999999,0.0,182.06
AJ-2013-GM46809-41542,2,13.2,26.4,0.0,2.66
AJ-2013-SG108909-41580,5,303.93,453.24,0.0,78.54
AJ-2014-CA23109-41865,1,141.32999999999998,141.32999999999998,0.0,10.89
AJ-2014-DC32859-41646,1,7.62,7.62,0.0,1.42
AJ-2014-GZ45459-41649,1,10.08,10.08,0.0,1.37
AJ-2014-JL58359-41662,12,563.82,2452.56,0.0,438.26
AJ-2014-JR57009-41792,1,51.63,51.63,0.0,5.36
AJ-2014-NC83409-41858,2,14.879999999999995,29.759999999999994,0.0,4.07
AJ-2015-DJ34209-42368,4,39.45,157.8,0.0,27.41
AJ-2015-DR28809-42365,6,337.71000000000004,1076.3400000000001,0.0,48.41
AJ-2015-GG46509-42246,1,47.4,47.4,0.0,2.16
AJ-2015-GM44409-42059,2,16.68,33.36,0.0,2.25
AJ-2015-LW68259-42300,5,87.33,124.2,0.0,22.49
AJ-2015-MS73659-42258,1,133.20000000000002,133.20000000000002,0.0,5.75
AJ-2015-RD97209-42260,1,53.91,53.91,0.0,2.98
AJ-2015-SH99759-42263,1,29.759999999999994,29.759999999999994,0.0,4.28
AL-2012-EM38252-41213,4,60.56999999999999,77.16,0.0,5.54
AL-2012-MC81302-41220,1,11.28,11.28,0.0,1.91
AL-2012-SC102302-40970,10,161.91000000000005,1619.1000000000004,0.0,301.73
AL-2013-JD58952-41383,1,58.17,58.17,0.0,5.35
AL-2013-JD60152-41483,1,414.03,414.03,0.0,26.48
AL-2013-ML73952-41388,6,396.63,475.91999999999996,0.0,41.480000000000004
AL-2014-GA45152-41749,1,182.07,182.07,0.0,59.24
AL-2014-NC85352-41993,1,85.25999999999999,85.25999999999999,0.0,4.06
AL-2014-TT114602-41863,4,138.48,553.92,0.0,206.56
AL-2015-JB59252-42073,11,102.39,411.21000000000004,0.0,48.22
AM-2012-HM49806-41256,2,136.26,136.26,0.0,11.42
AM-2014-MG76956-41746,1,20.49,20.49,0.0,2.08
AO-2012-AA4804-41080,7,216.96,386.52,0.0,33.44
AO-2012-BS18004-41191,8,356.64,1426.56,0.0,154.46
AO-2012-DK31504-40940,1,206.4,206.4,0.0,53.08
AO-2012-GK46204-40914,1,28.32,28.32,0.0,2.0
AO-2012-HZ49504-40916,6,413.1,2478.6,0.0,349.87
AO-2012-JK53704-41257,4,292.89,415.26000000000005,0.0,63.86
AO-2012-MA79954-40928,4,509.19,921.87,0.0,108.53
AO-2012-RO97804-41105,30,158.37,515.76,0.0,74.28
AO-2012-RP98554-41247,4,7.14,28.56,0.0,2.19
AO-2012-SW104554-40942,2,4.530000000000001,9.060000000000002,0.0,1.8
AO-2013-CA23104-41495,1,4.800000000000001,4.800000000000001,0.0,1.37
AO-2013-CC24754-41612,7,153.84,199.41,0.0,12.08
AO-2013-DH30754-41593,6,98.82,137.25,0.0,6.87
AO-2013-DK32254-41611,6,393.36,433.32,0.0,31.939999999999998
AO-2013-DL34954-41296,3,155.16000000000003,163.02,0.0,31.61
AO-2013-HJ48754-41546,2,183.51,183.51,0.0,20.92
AO-2013-JC53404-41476,8,13.32,106.56,0.0,14.47
AO-2013-JE57454-41544,4,472.8,499.23,0.0,36.64
AO-2013-LH69004-41590,1,636.1500000000001,636.1500000000001,0.0,31.59
AO-2013-MG82054-41438,4,156.39,206.39999999999998,0.0,13.31
AO-2013-MO75004-41537,1,40.98,40.98,0.0,2.06
AO-2013-RD95854-41628,1,263.73,263.73,0.0,29.39
AO-2013-SF102004-41628,6,49.77000000000001,298.62000000000006,0.0,18.65
AO-2014-AS2854-41795,16,448.62,910.56,0.0,96.48
AO-2014-BP12904-42000,6,10.86,65.16,0.0,8.57
AO-2014-CM26554-41726,4,23.46,93.84,0.0,10.96
AO-2014-CW19054-41942,7,58.2,112.5,0.0,12.44
AO-2014-GM45004-41979,20,306.75000000000006,2947.5600000000004,0.0,156.32
AO-2014-HG48454-41863,9,155.04000000000002,209.79,0.0,13.31
AO-2014-IG50854-41937,16,520.23,1313.94,0.0,167.28
AO-2014-JH59854-42004,4,212.1,848.4000000000001,0.0,91.0
AO-2014-JK60904-41787,2,67.2,67.2,0.0,10.450000000000001
AO-2014-JP54604-41983,5,70.56,112.5,0.0,9.25
AO-2014-LC69604-41957,16,390.75,531.9300000000001,0.0,65.35
AO-2014-LW71254-41964,1,652.6800000000001,652.6800000000001,0.0,52.38
AO-2014-MM79204-41956,1,8.790000000000001,8.790000000000001,0.0,1.95
AO-2014-RE94054-41983,2,14.189999999999998,28.379999999999995,0.0,2.31
AO-2014-SC103054-41942,2,8.16,16.32,0.0,1.63
AO-2015-AH5854-42151,3,427.26,841.29,0.0,89.49
AO-2015-AJ9454-42231,2,19.29,38.58,0.0,3.11
AO-2015-AZ7504-42241,3,43.56,61.019999999999996,0.0,6.42
AO-2015-BD17254-42152,4,469.29,1877.16,0.0,95.8
AO-2015-BE14554-42223,6,436.47,937.7700000000001,0.0,74.95
AO-2015-DC28504-42054,5,160.74,586.98,0.0,17.41
AO-2015-DR29404-42330,4,7.35,29.4,0.0,2.52
AO-2015-DV34654-42326,3,56.73,63.42,0.0,10.08
AO-2015-EP39154-42294,10,26.939999999999998,144.48,0.0,22.7
AO-2015-GM45004-42265,9,205.71,616.5,0.0,71.88
AO-2015-JF54154-42272,2,51.93,51.93,0.0,3.29
AO-2015-JM56554-42247,3,186.72000000000003,324.51000000000005,0.0,51.82
AO-2015-KD63454-42312,4,48.42,193.68,0.0,25.43
AO-2015-KL66454-42369,6,21.12,126.72,0.0,11.5
AO-2015-LC69304-42258,2,15.18,30.36,0.0,3.63
AO-2015-LC70504-42144,6,160.29000000000002,586.98,0.0,24.52
AO-2015-LM70654-42314,4,198.9,795.5999999999999,0.0,56.09
AO-2015-RM93754-42348,2,333.66,333.66,0.0,25.9
AO-2015-RW95404-42343,2,196.35,196.35,0.0,16.400000000000002
AO-2015-SC100204-42105,1,48.0,48.0,0.0,7.85
AO-2015-SK99904-42017,3,55.26,103.26,0.0,8.57
AO-2015-TB113554-42106,5,35.49,56.91,0.0,6.949999999999999
AU-2012-AG6758-41153,1,922.95,922.95,0.0,282.09
AU-2012-BS15908-41018,1,109.95000000000002,109.95000000000002,0.0,9.25
AU-2012-DS30308-41138,1,7.799999999999999,7.799999999999999,0.0,1.69
AU-2012-JL51308-41118,2,59.58,59.58,0.0,5.84
AU-2012-LR70358-40995,7,162.21,542.67,0.0,55.699999999999996
AU-2012-PM89408-41033,2,102.99,102.99,0.0,8.870000000000001
AU-2013-AM3608-41630,1,524.4,524.4,0.0,42.25
AU-2013-EH41858-41436,1,137.16,137.16,0.0,8.18
AU-2013-GM45008-41576,3,239.19,281.4,0.0,42.57
AU-2013-LA67808-41471,2,133.20000000000002,266.40000000000003,0.0,20.86
AU-2013-LB67958-41437,8,106.92000000000002,855.3600000000001,0.0,53.35
AU-2013-SK99908-41376,8,392.15999999999997,1226.31,0.0,129.20000000000002
AU-2013-SV108158-41629,4,134.96999999999997,139.76999999999998,0.0,10.01
AU-2014-AC6158-41908,7,198.87,253.8,0.0,39.05
AU-2014-AG4958-41825,1,8.399999999999999,8.399999999999999,0.0,1.7
AU-2014-AH5858-41744,1,174.32999999999998,174.32999999999998,0.0,31.58
AU-2014-CK23258-41934,6,12.36,74.16,0.0,5.65
AU-2014-JM55808-41726,2,57.39,114.78,0.0,5.23
AU-2014-LE68108-41712,3,42.72,56.16,0.0,2.98
AU-2014-MO75008-41871,2,48.87,97.74,0.0,8.42
AU-2014-SN107108-41724,10,282.96,458.94,0.0,57.5
AU-2015-AG7658-42255,5,349.17,684.3900000000001,0.0,76.55000000000001
AU-2015-BT16808-42187,2,48.3,96.6,0.0,9.33
AU-2015-CA19658-42242,10,134.85,636.72,0.0,56.150000000000006
AU-2015-DA34508-42355,14,51.42,719.88,0.0,15.41
AU-2015-DD35708-42089,2,13.2,26.4,0.0,3.9
AU-2015-DH36758-42052,2,124.59,249.18,0.0,39.0
AU-2015-EB39758-42334,2,331.55999999999995,331.55999999999995,0.0,14.08
AU-2015-FM42158-42250,6,304.59000000000003,706.0800000000002,0.0,45.93
AU-2015-GB45308-42199,8,29.04,116.03999999999999,0.0,18.96
AU-2015-MD78608-42243,6,166.40999999999994,607.68,0.0,69.68
AU-2015-MK79058-42220,2,14.189999999999998,28.379999999999995,0.0,1.28
AU-2015-PF91208-42181,18,140.55,588.9,0.0,37.730000000000004
AU-2015-SU106658-42083,1,170.19,170.19,0.0,9.48
BA-2014-ES408010-41902,6,323.55000000000007,669.1800000000001,0.0,72.75999999999999
BK-2012-EB375017-41244,8,43.650000000000006,349.20000000000005,0.0,48.87
BK-2013-CM265517-41354,1,48.96,48.96,0.0,4.8
BK-2013-NW840017-41492,9,324.5400000000001,941.4900000000001,0.0,119.34
BK-2014-GT471017-41811,6,126.99,331.08,0.0,29.14
BK-2015-ME732017-42236,8,29.22,233.76,0.0,25.25
BK-2015-ML775517-42343,4,23.25,93.0,0.0,6.21
BK-2015-PG882017-42047,4,338.28000000000003,356.40000000000003,0.0,37.8
BK-2015-RS987017-42046,10,134.76,245.36999999999998,0.0,25.14
BN-2012-BS159015-41026,1,11.55,11.55,0.0,1.71
BN-2012-DO343515-41172,11,194.61,1434.72,0.0,219.81
BN-2012-JK520515-41172,2,310.32,620.64,0.0,95.1
BN-2012-NB865515-40937,1,43.92,43.92,0.0,3.35
BN-2012-RW963015-41216,4,273.0,546.0,0.0,32.12
BN-2013-AA37515-41380,2,13.53,27.06,0.0,1.42
BN-2013-AS22515-41597,7,23.939999999999998,75.24000000000001,0.0,8.14
BN-2013-CC267015-41454,1,17.040000000000003,17.040000000000003,0.0,1.92
BN-2013-HZ495015-41524,1,20.19,20.19,0.0,4.28
BN-2014-BP109515-42003,4,181.86,363.72,0.0,23.69
BN-2014-CY274515-41877,4,46.080000000000005,70.89,0.0,9.98
BN-2014-KB631515-41904,1,30.480000000000004,30.480000000000004,0.0,1.38
BN-2014-KD649515-41971,6,623.52,875.52,0.0,112.26
BN-2014-SW1045515-41853,1,53.7,53.7,0.0,3.61
BN-2015-AS1009015-42348,1,26.67,26.67,0.0,2.95
BN-2015-GH441015-42072,1,39.36,39.36,0.0,5.04
BN-2015-MB730515-42168,4,29.700000000000003,118.8,0.0,9.22
BN-2015-PF916515-42335,5,305.61,1187.16,0.0,84.71000000000001
BN-2015-RS942015-42158,5,101.7,257.22,0.0,13.16
BN-2015-TB1135515-42063,1,17.52,17.52,0.0,1.32
BN-2015-TH1111515-42045,1,319.98,319.98,0.0,23.52
BN-2015-TP1156515-42266,1,6.030000000000001,6.030000000000001,0.0,1.44
BN-2015-TS1143015-42251,1,48.66,48.66,0.0,1.19
BO-2012-DK283513-41149,1,31.950000000000003,31.950000000000003,0.0,2.35
BO-2012-ES402013-41147,3,97.13999999999999,106.07999999999998,0.0,3.92
BO-2012-RB957013-41233,4,113.01,124.95,0.0,8.42
BO-2012-SS1059013-41132,3,42.3,55.92,0.0,17.490000000000002
BO-2013-AM70513-41478,2,411.45,411.45,0.0,49.78
BO-2013-BT130513-41305,2,16.56,33.12,0.0,2.46
BO-2013-CS217513-41523,13,435.78000000000003,1799.0100000000002,0.0,83.13
BO-2013-DJ363013-41361,2,97.17,194.34,0.0,30.46
BO-2013-GH441013-41502,2,233.58000000000004,233.58000000000004,0.0,24.03
BO-2013-JK573013-41528,3,218.61,267.54,0.0,25.58
BO-2013-LC714013-41622,2,4.800000000000001,9.6,0.0,1.66
BO-2013-MM828013-41437,4,16.86,67.44,0.0,13.02
BO-2013-NR855013-41433,5,218.13,237.57,0.0,14.25
BO-2013-TZ1144513-41508,1,50.28,50.28,0.0,3.44
BO-2014-AF87013-41815,4,29.82,119.28,0.0,11.71
BO-2014-HW493513-41837,1,123.24,123.24,0.0,46.39
BO-2014-KB624013-41951,3,95.82,146.55,0.0,10.479999999999999
BO-2014-KH636013-41859,13,104.25,335.96999999999997,0.0,43.46
BO-2014-ML826513-41984,2,11.46,22.92,0.0,3.62
BO-2014-PJ883513-41949,4,48.809999999999995,97.61999999999999,0.0,20.299999999999997
BO-2014-PO918013-41829,1,8.309999999999999,8.309999999999999,0.0,1.52
BO-2014-RD966013-41958,2,26.43,52.85999999999999,0.0,9.36
BO-2015-AA31513-42160,2,378.3,756.6,0.0,91.85
BO-2015-CD279013-42161,2,4.41,8.82,0.0,1.48
BO-2015-DB291013-42014,8,286.68,792.6,0.0,43.65
BO-2015-DL331513-42266,3,60.629999999999995,114.53999999999999,0.0,16.240000000000002
BO-2015-DS303013-42042,12,66.57,798.8399999999999,0.0,66.34
BO-2015-EB411013-42349,2,254.57999999999998,254.57999999999998,0.0,43.940000000000005
BO-2015-JF549013-42255,6,320.88,335.28,0.0,50.65
BO-2015-KA652513-42276,9,184.89,437.97,0.0,23.7
BO-2015-LC705013-42363,1,10.739999999999998,10.739999999999998,0.0,1.81
BO-2015-ME732013-42181,1,50.73,50.73,0.0,5.28
BO-2015-ML741013-42200,2,21.21,21.21,0.0,3.5300000000000002
BO-2015-MS798013-42091,9,50.37,171.66,0.0,8.86
BO-2015-MZ733513-42046,6,459.63,2757.78,0.0,446.33
BO-2015-PB910513-42158,19,366.36,645.72,0.0,48.74
BO-2015-PB915013-42172,5,727.98,1409.22,0.0,144.21
BO-2015-TC1114513-42180,7,73.62,140.22,0.0,12.12
BO-2015-TS1165513-42065,1,18.84,18.84,0.0,2.34
BO-2015-TW1102513-42193,2,19.380000000000003,38.760000000000005,0.0,2.32
BO-2015-TW1102513-42224,1,10.32,10.32,0.0,3.16
BO-2015-VG1179013-42222,3,65.04,82.08000000000001,0.0,5.199999999999999
BU-2012-DE325519-41219,2,636.3,1272.6,0.0,123.03
BU-2012-EH394519-41265,1,638.9100000000001,638.9100000000001,0.0,30.66
BU-2012-HR477019-41114,4,286.47,298.38000000000005,0.0,31.6
BU-2012-ME772519-41126,7,32.25,98.85,0.0,6.01
BU-2012-VS1182019-41038,14,105.21,395.60999999999996,0.0,24.99
BU-2013-AH1003019-41476,2,193.77000000000004,193.77000000000004,0.0,13.989999999999998
BU-2013-EK379519-41593,1,48.45,48.45,0.0,3.9
BU-2013-JC534019-41598,4,178.65,178.65,0.0,33.97
BU-2013-JD579019-41552,1,56.46,56.46,0.0,4.02
BU-2013-JO528019-41426,3,208.44000000000003,360.42,0.0,65.75
BU-2013-MH745519-41520,12,354.57,1754.4,0.0,48.57
BU-2013-MT807019-41605,2,42.75000000000001,85.50000000000001,0.0,16.91
BU-2013-PC874519-41579,2,17.37,17.37,0.0,2.6
BU-2013-PF912019-41472,1,14.82,14.82,0.0,2.05
BU-2013-RD972019-41296,4,158.57999999999998,317.15999999999997,0.0,43.11
BU-2013-RH955519-41523,1,58.83,58.83,0.0,14.78
BU-2013-RM937519-41445,5,218.63999999999993,731.9099999999999,0.0,47.85
BU-2014-AS24019-41871,1,45.09,45.09,0.0,6.39
BU-2014-CM265519-41731,10,11.46,114.6,0.0,38.95
BU-2014-CS186019-41993,4,259.53,309.78,0.0,66.55
BU-2014-DH367519-41891,2,79.97999999999999,79.97999999999999,0.0,4.66
BU-2014-JK537019-41893,9,111.81,456.21000000000004,0.0,26.19
BU-2014-LF718519-41948,2,29.79,59.58,0.0,12.8
BU-2014-LF718519-41990,9,29.28,121.26,0.0,26.229999999999997
BU-2014-MH745519-41670,4,188.43,197.37,0.0,33.24
BU-2014-PB921019-41962,1,74.52,74.52,0.0,12.47
BU-2014-PC874519-41954,5,470.31,891.99,0.0,180.79999999999998
BU-2014-RE940519-41865,3,61.65,74.34,0.0,17.259999999999998
BU-2014-TH1110019-41954,15,377.58,1151.28,0.0,65.67
BU-2014-TT1122019-41840,1,6.12,6.12,0.0,1.19
BU-2014-VT1170019-41796,4,127.92,511.68,0.0,49.58
BU-2015-BD162019-42225,10,102.9,533.1,0.0,74.64
BU-2015-CA226519-42162,10,438.39000000000004,2357.34,0.0,173.02
BU-2015-CC247519-42314,3,464.40000000000003,464.40000000000003,0.0,33.04
BU-2015-CJ187519-42255,1,249.57,249.57,0.0,15.98
BU-2015-DP310519-42193,2,49.8,99.6,0.0,19.59
BU-2015-GD459019-42017,2,195.93,391.86,0.0,11.81
BU-2015-JL513019-42172,1,70.47,70.47,0.0,9.49
BU-2015-KM637519-42048,5,241.32,330.33000000000004,0.0,20.049999999999997
BU-2015-LH715519-42122,2,42.42000000000001,84.84000000000002,0.0,6.7
BU-2015-MH802519-42064,2,180.12,360.24,0.0,21.93
BY-2012-MV748520-41031,2,25.35,50.7,0.0,5.68
BY-2013-KA652520-41592,2,108.51,217.02,0.0,12.83
CA-2012-AA10315140-40998,4,363.27400000000006,726.5480000000001,0.2,58.13
CA-2012-AA10315140-41166,5,12.260000000000002,29.5,0.0,3.3
CA-2012-AA10375140-41019,5,3.3040000000000007,16.520000000000003,0.2,1.97
CA-2012-AA10375140-41205,3,11.424,34.272,0.2,2.06
CA-2012-AA10480140-41032,2,13.73,27.46,0.0,6.23
CA-2012-AA10645140-41081,11,255.06599999999997,1106.7699999999998,1.0,115.72
CA-2012-AA10645140-41243,7,156.14,327.56,0.0,69.65
CA-2012-AB10015140-40958,2,6.312,12.624,0.2,1.97
CA-2012-AB10015140-40974,7,135.67200000000003,309.592,0.2,16.7
CA-2012-AB10105140-41262,4,371.68,1107.66,0.0,65.21
CA-2012-AB10150140-40972,16,246.322,705.562,0.2,82.59
CA-2012-AB10255140-41111,6,3.28,19.68,0.0,1.37
CA-2012-AB10600140-41230,5,2.8959999999999995,14.479999999999997,0.8,1.85
CA-2012-AC10420140-41101,5,236.64,706.0640000000001,0.4,92.83
CA-2012-AD10180140-41231,1,5.88,5.88,0.2,1.76
CA-2012-AF10885140-41038,12,54.458999999999996,372.28499999999997,0.7,40.94
CA-2012-AF10885140-41163,7,9.132,63.92400000000001,0.7,6.25
CA-2012-AG10270140-41041,2,27.75,55.5,0.0,1.82
CA-2012-AG10270140-41112,2,49.99,99.98,0.0,22.93
CA-2012-AG10300140-41024,9,79.808,248.56800000000004,0.4,35.96
CA-2012-AG10390140-41017,14,25.830000000000002,129.32999999999998,0.0,14.8
CA-2012-AG10390140-41154,5,2.88,14.4,0.0,5.37
CA-2012-AG10525140-41129,5,94.376,193.93599999999998,0.4,22.380000000000003
CA-2012-AG10525140-41153,3,186.57,559.71,0.4,44.72
CA-2012-AH10030140-41020,11,34.284,257.752,0.2,56.400000000000006
CA-2012-AH10030140-41041,8,50.576,287.456,0.2,12.84
CA-2012-AH10030140-41273,6,17.889999999999997,53.67,0.0,9.520000000000001
CA-2012-AH10075140-41228,2,2.61,5.22,0.0,1.51
CA-2012-AH10120140-41107,4,64.784,259.136,0.2,31.15
CA-2012-AH10210140-41241,7,294.03999999999996,606.3199999999999,0.2,20.0
CA-2012-AH10585140-41207,9,92.772,447.88,0.2,49.29
CA-2012-AH10690140-41000,2,88.84,177.68,0.0,10.84
CA-2012-AH19523-41129,6,14.640000000000002,87.84000000000002,0.0,7.97
CA-2012-AI10855140-41026,5,335.992,1679.96,0.2,175.16
CA-2012-AI10855140-41038,8,61.43,201.73,0.2,12.040000000000001
CA-2012-AI10855140-41271,10,94.792,408.76800000000003,0.2,31.910000000000004
CA-2012-AJ10780140-40919,2,54.83,54.83,0.0,4.74
CA-2012-AJ10780140-41212,8,177.708,1421.664,0.4,277.66
CA-2012-AJ10780140-41270,15,465.81999999999994,2583.1899999999996,0.0,195.95000000000002
CA-2012-AJ10795140-41042,2,155.44000000000003,310.88000000000005,0.2,20.94
CA-2012-AJ10795140-41271,36,249.318,1365.63,0.6000000000000001,137.3
CA-2012-AJ10945140-40970,4,4.864000000000001,19.456000000000003,0.2,2.05
CA-2012-AJ10960140-41165,8,93.52,460.21999999999997,0.0,20.580000000000002
CA-2012-AJ10960140-41272,10,46.044,158.388,0.2,14.549999999999999
CA-2012-AM10360140-41187,2,7.68,15.36,0.0,5.31
CA-2012-AM10705140-41212,20,751.906,2116.506,0.3,342.57
CA-2012-AP10720140-40970,9,56.974000000000004,161.07,0.4,26.63
CA-2012-AP10915140-41143,31,59.32,424.37600000000003,1.2000000000000002,42.67
CA-2012-AP10915140-41180,10,516.3000000000001,968.3000000000001,0.2,104.75
